Locations,Season,Leg,Longitude,Latitude
Calama Chuquicamata ,11,2,-68.9333,-22.3167
San Pedro de Atacama Valle de la Muerte ,11,2,-68.19972,-22.90871
San Pedro de Atacama Iglesia de San Pedro de Atacama,11,3,-68.20052,-22.91089
 Calama El Loa Airport ,11,3,-68.90727,-22.49888
Metri Centro Acuicultura y Ciencias del Mar Universidad de Los Lagos ,11,3,-73.09134,-40.58505
Vicente Perez Rosales National Park Petrohue River La Maquina ,11,3,-72.15919,-41.15074
Vicente Perez Rosales National Park Playa Petrohue,11,3,-72.15919,-41.15074
 Puerto Montt El Tepual Airport,11,4,-73.09456,-41.43883
Punta Arenas Lord Lonsdale Shipwreck,11,4,-70.91648,-53.15448
 Punta Arenas Plaza Munoz Gamero,11,4,-70.91648,-53.15448
 Punta Arenas Carlos Ibanez Del Campo International Airport,11,4,-70.8528,-53.00354
Ushuaia Playa Larga,11,4,-68.30295,-54.80191
 Ushuaia Bahia Lapataia ,11,4,-68.57278,-54.85528
Isla Redonda Mastil de General Belgrano ,11,4,-62.34551,16.93842
Ushuaia Martial Glacier,11,5,-68.30295,-54.80191
 Ushuaia Ushuaia International Airport ,11,5,-68.30763,-54.82675
Bilene Gaza ,11,5,33.16889,-25.01612
Maputo Praca dos Trabalhadores,11,5,32.58333,-25.96667
 Maputo Maputo Central Market,11,5,32.58333,-25.96667
Maputo Fortaleza de Maputo ,11,5,32.57066,-25.97492
 Maputo Maputo International Airport ,11,6,32.57306,-25.91972
 Dar es Salaam Ferry Terminal ,11,6,39.29721,-6.81958
Zanzibar City Kiosk,11,6,39.20264,-6.165917
 Zanzibar City Beyt al Chai hotel ,11,6,39.20264,-6.165917
Kikungwi Maasai Village ,11,6,36.86927,-1.334818
Stone Town Old Fort of Zanzibar ,11,6,39.20264,-6.165917
 Zanzibar City Zanzibar International Airport,11,7,39.22082,-6.217651
Warsaw Czapski Palace,11,7,21.01503,52.23945
 Warsaw Prymas Palace ,11,7,21.01223,52.22968
Warsaw azienki Park  Statue of King Jan III Sobieski  ,11,7,21.01223,52.22968
Warsaw azienki Palace ,11,7,21.03581,52.21505
 Warsaw Monument of the Polish Underground State ,11,8,21.01223,52.22968
Krakow Juliusz Sowacki Theatre ,11,8,19.94498,50.06465
Krakow Main Market Square  Fire Guard Tower ,11,8,19.94498,50.06465
 Krakow Old market restaurant ,11,8,19.94498,50.06465
Suoszowa Pieskowa ,11,8,19.77796,50.24525
John Paul II International Airport ,11,9,19.78812,50.07698
Gombak Batu Caves,11,9,101.684,3.237884
Kampung Baru ,11,9,101.7066,3.16137
Chow Kit Bomba,11,9,101.6919,3.17021
Kuala Lumpur ,11,9,101.6869,3.139003
Carcosa Seri Negara ,11,9,101.6803,3.1442
 Kuala Lumpur International Airport ,11,10,101.7042,2.754659
Tsim Sha Tsui Kowloon Hankow Road  Sun Wah Kiu Laundry,11,10,114.1712,22.29637
New Kowloon Kai Tak Airport ,11,10,114.1942,22.32861
 Kowloon Tonkin Street ,11,10,114.1544,22.33094
 Central Star Ferry Pier Central ,11,10,114.1613,22.28715
Kennedy Town ,11,10,114.1314,22.28486
Causeway Bay Victoria Park,11,10,114.1895,22.28066
Happy Valley Racecourse ,11,10,114.1807,22.27442
 Sheung Wan Hong KongMacau Ferry Terminal ,11,11,114.1502,22.28772
Macau Tower  ,11,11,113.5367,22.17972
Lou Lim Ieoc Garden,11,11,113.5482,22.20012
 Macau Edificio Fabril Veng Kin ,11,11,113.5439,22.19874
Taipa Trilho da Taipa Pequena 2000 Park ,11,11,113.5639,22.15968
 Macau Outer Harbour Ferry Terminal ,11,12,113.559,22.1971
 Chek Lap Kok Hong Kong International Airport ,11,12,113.9185,22.30805
Yigo Andersen Air Force Base ,11,12,144.9244,13.5875
Santa Rita Orote Peninsula  US Naval Base ,11,12,144.7083,13.37427
Umatac Fort Soledad ,11,12,144.6732,13.31479
 Tamuning Antonio B Won Pat International Airport,11,13,144.7956,13.48306
Honolulu Kamaka Air Hangar,11,13,-157.8583,21.30694
Lanai Kaumalapau Harbor   ,11,13,-156.9936,20.7875
Lanai Shipwreck Beach,11,13,-156.8934,20.9103
 Honolulu International Airport ,11,13,-157.9251,21.32451
San Francisco Grateful Dead House ,11,13,-122.4194,37.77493
San Francisco Old Mint,11,13,-122.4073,37.78275
San Francisco Botanical Garden ,11,13,-122.4665,37.76598
Playboy Mansion ,12,1,-118.4296,34.07648
Los Angeles International Airport ,12,1,-118.4085,33.94159
 Rossaveal,12,1,-9.547695,53.27104
Inishmore Teampall Bheanain ,12,1,-9.719664,53.12887
Rossaveal ,12,1,-9.547695,53.27104
Cleggan Cleggan Farm ,12,1,-10.11219,53.5566
Clifden Connemara Heritage  History Centre ,12,1,-10.01793,53.48899
Shannon Airport,12,2,-8.914691,52.69966
 Amsterdam Schiphol railway station ,12,2,4.895168,52.37022
Amsterdam Melkmeisjesbrug ,12,2,4.892279,52.37922
 Amsterdam Buikslotermeerplein ,12,2,4.938031,52.39838
Durgerdam Yacht Club ,12,2,4.990377,52.37806
 Amsterdam Amsterdam Airport Schiphol ,12,3,4.767424,52.30769
 Ouagadougou Train Station ,12,3,-1.516667,12.35
Boulkiemde ,12,3,-2.223667,12.33738
Boulkiemde ,12,3,-2.223667,12.33738
Boulkiemde ,12,4,-2.223667,12.33738
Yako ,12,4,-2.26667,12.95
Pelegtanga Market ,12,4,-2.223667,12.88812
Ouagadougou Tampouy Goat Market ,12,4,-1.516667,12.35
Ouagadougou Hotel de Ville ,12,4,-1.516667,12.35
Ouagadougou Airport ,12,5,-1.511944,12.35361
Vilnius St Anne's Church,12,5,25.29303,54.68315
Trakai Island Castle ,12,5,24.93363,54.65231
 Vilnius Nautilus Courtyard in Vilnius Old Town Vilnius University Courtyard and several places around Old Town,12,5,25.27965,54.68716
Open Air Museum ,12,5,11.48981,54.77043
Rumiks Auktaitija Windmill ,12,5,24.35748,55.73479
Vilnius International Airport,12,6,25.28656,54.63804
Dubrovnik Fort of St Lawrence ,12,6,18.09442,42.65066
Dubrovnik Fort Bokar ,12,6,18.09442,42.65066
Dubrovnik Fort Imperial  Stone Cross ,12,6,18.09442,42.65066
 Dubrovnik Autobusni kolodvor Dubrovnik to Split Autobusni kolodvor Split,12,7,18.09442,42.65066
 Split Ferry Terminal ,12,7,16.44042,43.50297
Empoli Tuscany Campo di Volo Silvano Poli ,12,7,10.94778,43.71789
Empoli Fabio Studios ,12,7,10.94778,43.71789
Vinci ,12,7,14.8698,50.39461
 Vinci Museo ideale ,12,7,10.92806,43.7888
Florence Boboli Gardens ,12,7,11.2484,43.7625
 Florence Peretola Airport,12,8,11.20122,43.80865
Mumbai Khar Danda  MR Naik Newspaper Stall,12,8,72.82644,19.07876
Mumbai Chauhan Alteration Tailors,12,8,72.87766,19.07598
 Mumbai Dariya Mahal,12,8,72.81296,19.13134
 Mumbai Dadar West Bridge ,12,8,72.84231,19.01294
Mumbai Kabutar Khana ,12,8,72.84046,19.01891
Mumbai Bharatgas Colaba Gas Service ,12,8,72.87766,19.07598
Mumbai Bandra Fort ,12,8,72.8173,19.0439
 Mumbai Chhatrapati Shivaji International Airport ,12,9,72.86874,19.09018
Osaka Kishiwada Castle,12,9,135.3708,34.4589
Osaka Noda Station ,12,9,135.4761,34.69436
Osaka Kita Mido Temple Japanese,12,9,135.5022,34.69374
 Osaka Shimojima Building Japanese ,12,9,135.5022,34.69374
Osaka Tempozan Park ,12,9,135.5022,34.69374
Osaka Umeda Sky Building  Floating Garden,12,10,135.5022,34.69374
 Osaka Kansai International Airport ,12,10,135.2304,34.432
 Taipei Taipei Main Station,12,10,121.5175,25.04625
Jiji ,12,10,120.7695,23.83357
 Taichung Heping Elementary School Chinese,12,10,120.6736,24.14774
 Taichung Taichung THSR station to Taipei Taipei Main Station,12,10,120.6736,24.14774
Taipei GK Teahousedead link,12,10,121.5654,25.03297
Taipei Gong Guan Night Market,12,10,121.5654,25.03297
 Taipei Zhongzheng Park or Youth Park Chinese,12,10,121.5654,25.03297
Taipei Chiang Kaishek Memorial Hall ,12,10,121.5219,25.03473
 Taipei Taiwan Taoyuan International Airport ,12,11,121.3541,25.03396
Anchorage 6th Avenue Outfitters,12,11,-149.6836,61.25297
Anchorage Ship Creek Boat Launch ,12,11,-149.8961,61.22324
 Kenai Peninsula Cooper Landing ,12,11,-149.8342,60.49
 Kenai River ,12,11,-151.2786,60.54389
Anchorage Goose Lake Park ,12,11,-149.8148,61.19521
Anchorage Resolution Park  Captain Cook Statue,12,11,-149.9003,61.21806
Anchorage Alaska Center for the Performing Arts  Salmon Hooker Statue,12,11,-149.9003,61.21806
Girdwood Airport ,12,11,-149.1206,60.96795
Los Angeles Memorial Coliseum,13,1,-118.2879,34.01417
Los Angeles International Airport ,13,1,-118.4085,33.94159
Salvador o Rei ,13,1,-38.44201,-12.93463
Salvador Praca da Se ,13,1,-38.51109,-12.97368
Salvador 19 Batalhao de Cacadores ,13,1,-38.46457,-12.95736
Salvador Igreja da Ordem Terceira de Sao Francisco ,13,1,-38.43399,-12.9697
Escadaria do Passo,13,1,-38.5023,-12.97304
 Salvador Forte de Sao Marcelo ,13,1,-38.51785,-12.96997
 Salvador Deputado Luis Eduardo Magalhaes International Airport ,13,2,-38.33124,-12.9111
Caucaia Cumbuco  Praia de Cumbuco ,13,2,-38.71236,-3.634918
Caucaia Cauipe  Barraca do Manoel,13,2,-38.82741,-3.54786
Port of Pecem,13,2,-39.55016,-15.73816
Caucaia Parque de Vaquejada ,13,2,-39.55016,-15.73816
Fortaleza Cidade da Crianca ,13,2,-38.5378,-3.746413
La Paz Statue of Simon Bolivar,13,3,-68.15,-16.5
La Paz Plaza Murillo  Narvaez Hat Shop,13,3,-68.13355,-16.49568
Mercado de las Brujas,13,3,-71.1583,8.592749
La Paz Plaza Abaroa ,13,3,-68.12656,-16.51083
El Alto Los Titanes del Ring  El Multifuncional ,13,3,-68.21469,-16.50009
La Paz Mirador el Monticulo ,13,3,-68.15,-16.5
 La Paz El Alto International Airport ,13,4,-68.1769,-16.50889
Rodney District Auckland Gulf Harbour,13,4,174.791,-36.61393
Auckland Sky Tower ,13,4,174.7622,-36.84845
Auckland Mount Eden ,13,4,174.7616,-36.8802
Auckland CityLife Hotel,13,4,174.7633,-36.84846
Te Puke Kiwi 360 ,13,4,176.3254,-37.78616
Tauranga Summerhill Recreational Farm ,13,4,176.1651,-37.6878
Auckland Airport ,13,5,174.785,-37.00825
Siem Reap Phlau Ben Lane  Gas Station,13,5,104.1001,13.69154
 Siem Reap Kho Andeth on Tonle Sap ,13,5,104.1001,13.69154
Siem Reap Angkor Wat ,13,5,103.867,13.41247
Siem Reap Bayon Temple ,13,5,104.1001,13.69154
Siem Reap Angkor International Airport ,13,6,103.813,13.41163
South Delhi,13,6,77.21752,28.50865
New Delhi The Ambassador Hotel,13,6,77.20902,28.61394
 New Delhi Dhobi Ghat ,13,6,77.3081,28.66766
New Delhi Bahai House ,13,6,77.22442,28.61861
South Delhi Deshbandhu Apartments ,13,7,77.2572,28.53836
Old Delhi Jain Mandir  ,13,7,77.2393,28.64163
 Old Delhi Chandni Chowk  Gurudwara Sis Ganj Sahib,13,7,77.23239,28.65601
 Old Delhi Nai Sarak Street ,13,7,77.22853,28.65334
Isa Khan's Tomb ,13,7,77.24621,28.59224
 Delhi Indira Gandhi International Airport ,13,8,77.09996,28.55616
Almaty Oblysy Alel Agro Chicken Factory ,13,8,76.85125,43.22201
Almaty Alasha Restaurant ,13,8,76.85125,43.22201
Almaty Kok Tobe Arch,13,8,76.85125,43.22201
 Almaty State Museum of National Musical Instruments,13,8,76.85125,43.22201
Almaty Old Square   ,13,8,76.85125,43.22201
 Almaty Almaty International Airport ,13,9,77.02529,43.34993
Moscow Krutitsy  Dormition Cathedral,13,9,37.6173,55.75583
Tatarintsevo Russian Kolosok Camp  ,13,9,38.34542,55.35809
Zhukovsky ,13,9,38.11326,55.59749
Moscow Neskuchniy Garden ,13,9,37.6173,55.75583
Moscow Severnoye Tushino Park ,13,10,37.44504,55.85213
Moscow Fallen Monument Park Bukinist Book Store Russian Bulgakov's old flat ,13,10,37.6173,55.75583
Moscow Sokolniki Park ,13,10,37.67529,55.80432
 Moscow  ,13,10,37.6173,55.75583
Moscow VDNKh Park  Main Entrance ,13,10,37.6173,55.75583
 Moscow Domodedovo International Airport,13,11,37.6173,55.75583
Newberg Tilikum Retreat Center ,13,11,-122.9732,45.30012
Cascade Locks Bridge of the Gods,13,11,-121.9013,45.66236
Portland Portland Building,13,11,-122.6789,45.5155
Portland Standard Building,13,11,-122.6765,45.52306
Portland Alder Street food cart pod,13,11,-70.26301,43.65901
Portland Voodoo Doughnut,13,11,-122.6765,45.52306
Portland Pittock Mansion ,13,11,-122.7162,45.52527
 Los Alamitos Joint Forces Training Base ,14,1,-118.052,33.79078
Los Angeles International Airport ,14,1,-118.4085,33.94159
 Switzerland Zurich Airport ,14,1,8.555476,47.45822
 Kloten Switzerland Zurich Airport railway station ,14,1,8.562052,47.45233
 Parco Robinson,14,1,8.889183,45.33097
Tenero Contra Verzasca Dam ,14,1,8.84901,46.1805
 Locarno Stazione di Locarno ,14,1,8.8778,46.1653
Interlaken Kleine Rugen Wiese,14,1,7.86955,46.68738
Stechelberg PostAuto Stop  Hotel Stechelberg,14,1,7.9,46.55
 Zurich Airport ,14,2,8.555476,47.45822
Ruhpolding Traunstein Rauschberg ,14,2,12.66677,47.738
Schonau am ,14,2,12.96667,47.6
Schonau am Konigsee Holzsager,14,2,12.96667,47.6
Salzburg Austria  Schloss Hellbrunn ,14,2,13.0603,47.76213
 Salzburg Salzburg Hauptbahnhof ,14,3,13.04561,47.81288
Munich Airport ,14,3,11.77503,48.35366
Bucharest Lia Manoliu National Sports Complex ,14,3,26.10254,44.42677
 Bucharest Gara de Nord ,14,3,26.07555,44.4464
Braov Biserica Neagr ,14,3,25.5856,45.64042
Bran Vila Panoramic overlooking Bran Castle ,14,3,25.35681,45.53118
 Bucharest Henri Coand International Airport ,14,4,26.08441,44.57073
Krasnoyarsk Hydroelectric Dam,14,4,92.89325,56.01528
 Ovsyanka Village ,14,4,92.57962,55.95626
 Ovsyanka Village  ,14,4,92.57962,55.95626
Sverdlovsk Russian Bobrovy Log Park,14,4,39.8975,51.29064
Krasnoyarsk Theater of Musical Comedy ,14,4,92.89325,56.01528
 Krasnoyarsk Railway Station ,14,5,92.89325,56.01528
Novosibirsk Punkt Tekhnicheskogo Osmotra,14,5,82.93573,55.00835
 Novosibirsk Komsomolskaya Street and Voznesensky Cathedral Russian or Stadium Spartak,14,5,82.93573,55.00835
Novosibirsk Gosudarstvennaya Publichnaya Nauchnaya Tekhnicheskaya Biblioteka Russian ,14,5,82.93573,55.00835
Novosibirsk Opera and Ballet Theatre ,14,5,82.93573,55.00835
 Novosibirsk Tolmachevo Airport to Jaipur India  Jaipur Airport,14,6,82.93573,55.00835
Udaipur Dhula Village  Peepli Ka Pedh,14,6,73.68,24.58
Jaipur Amber Fort  Gaura Parvati Parking ,14,6,75.78727,26.91243
Jaipur Johari Bazar  Ramniwas Ramgopal Puppet Store,14,6,75.78727,26.91243
 Jaipur Kalla Hanuman Temple,14,6,74.6314,26.46301
 Jaipur Sanganeri Gate ,14,6,75.82482,26.91585
Jaipur Jaigarh Fort ,14,6,75.84596,26.98549
 Jaipur Jaipur Airport,14,7,75.80598,26.82791
Phuket Phuket Zoo Thai  Gorilla Statue,14,7,98.39225,7.880448
Phuket Orphanage ,14,7,98.39225,7.880448
Old Phuket Nguan Choon Tong Herbs Shop,14,7,98.31261,8.158029
 Phuket Pae Yod ,14,7,98.39225,7.880448
Phuket Wat Thep Nimit Temple ,14,7,98.39225,7.880448
Phuket International Airport ,14,8,98.30646,8.111095
Bangkok Chareonyont 007 Boat Yard ,14,8,100.5018,13.75633
 Bangkok Chao Phraya River  Peninsula Pier,14,8,100.5018,13.75633
 Bangkok Street of Happy Smiles ,14,8,100.6443,13.78051
Bangkok Phaya Thai Palace ,14,8,100.533,13.76798
 Bangkok Suvarnabhumi Airport ,14,9,100.7501,13.69
Guilin Peak of the Luminous Moon Folded Brocade Mountains ,14,9,110.2902,25.27357
Guilin Qing Xiu Lu Hair Salon ,14,9,110.2838,25.29874
Li River  24 Bridge ,14,9,121.4456,31.1164
Guilin Ancient South Gate ,14,9,-118.212,33.95474
 Banyan Lake  Sun and Moon Pagodas ,14,9,-117.6698,33.68452
Guilin Liangjiang International Airport to Beijing Beijing Capital International Airport,14,10,116.6031,40.07986
Liangzi Foot Massage Palace at Jianguomen ,14,10,116.4358,39.90856
Beijing Muxiyuan Sports Technology School  Guangcai Natatorium Chinese ,14,10,116.4074,39.90421
Drum Tower  North Gate ,14,10,120.7128,40.62273
 Beihai Street Mall,14,11,109.1199,21.48125
Beijing Forbidden City  Northwest Corner,14,11,116.4074,39.90421
 Dongdan Station,14,11,116.418,39.9083
 Huguang Guild Hall,14,11,106.5879,29.55899
Huguang Guild Hall  Wenchang Pavilion ,14,11,106.5879,29.55899
Donghuamen Night Market ,14,11,112.5799,37.874
Beijing National Stadium ,14,11,116.3965,39.99294
Beijing Capital International Airport ,14,12,116.6031,40.07986
Keokea Beach Access 118  Keokea Beach Homestead,14,12,-155.7483,20.23083
Maalaea McGregor Point,14,12,-156.5261,20.78056
Peahi Kaohu Farms  Surfboard Fence ,14,12,-156.2833,20.91667
Waikapu King Kamehameha Golf Club ,14,12,-156.5188,20.84066
Los Angeles ,15,1,-118.2437,34.05223
Los Angeles International Airport ,15,1,-118.4085,33.94159
Minato Tokyo Tower Studios ,15,1,139.7516,35.65807
Shibuya Konn Hachimang Shrine Japanese ,15,1,139.6982,35.66404
 Tokyo Narita International Airport,15,2,139.6917,35.68949
 Ho Chi Minh City Bn xe Min Tay ,15,2,106.6192,10.74016
Cai Be Bn Tau Du Lch Dock ,15,2,106.0298,10.33673
Cai Be Fruit Farm Mud Pits,15,2,106.0298,10.33673
Cai Be Township Sports Ground ,15,2,106.0298,10.33673
Cai Be Market,15,2,118.9349,31.93575
M Tho ,15,3,-88.28028,39.47805
Ho Chi Minh City Golden Dragon Water Puppet Theatre16,15,3,106.6297,10.8231
Ho Chi Minh City Ho Chi Minh City Post Office,15,3,106.707,10.79927
 Ho Chi Minh City Tao Dan Park ,15,3,106.6922,10.77446
Ho Chi Minh City in c 008  ,15,3,106.6873,10.82187
 Ho Chi Minh City Tan Son Nhat International Airport ,15,4,106.6588,10.81846
Phnom Penh ,15,4,104.8922,11.54487
Phnom Penh Hotel Le Royal,15,4,104.8922,11.54487
 Phnom Penh Russian Market Khmer,15,4,104.8922,11.54487
Phnom Penh Wat Toul Tom Pong ,15,4,104.8922,11.54487
Phnom Penh Wat Phnom ,15,4,104.9232,11.57609
Phnom Penh International Airport ,15,5,104.8478,11.54611
Dubai Dubai Fountain,15,5,55.28023,25.19346
Dubai Burj Dubai,15,5,55.27411,25.19714
Dubai Dubai Autodrome ,15,5,55.23973,25.05019
Dubai The Dubai Mall  Park  P2,15,5,55.27078,25.20485
Margham Dubai Desert Conservation Reserve ,15,5,55.62733,24.9037
Dubai Mall of the Emirates  Ski Dubai ,15,5,55.27078,25.20485
Dubai Souk Madinat Jumeirah ,15,5,55.27078,25.20485
Dubai Dubai Creek  Dubai Creek Golf  Yacht Club ,15,6,55.32817,25.19791
Dubai Old Textile Souq Quarter  Abra Station,15,6,55.27078,25.20485
 Bur Dubai Dubai Old Souk Abra Station to Deira Deira Old Souk Abra Station,15,6,55.30329,25.21456
 Deira Gold Souk Deepu Jewellers ,15,6,55.31667,25.26667
Palm Jumeirah Atlantis The Palm  ,15,6,55.1171,25.1309
Palm Jumeirah Atlantis The Palm  ,15,6,55.1171,25.1309
Dubai International Airport ,15,7,55.36567,25.25317
Afsluitdijk Cornelis Lely Monument,15,7,5.106307,52.96814
Groningen Martinitoren ,15,7,6.568032,53.21935
Vierhuizen Dutch De Marne Windmill De Onderneming Dutch ,15,7,6.264422,53.21716
Zoutkamp Harbor ,15,7,6.303114,53.33802
 Amsterdam Airport Schiphol ,15,8,4.767424,52.30769
 Sigtuna Arlanda North Station ,15,8,17.92378,59.64976
 Stockholm Terminal Nybroviken ,15,8,18.06858,59.32932
Djurgarden Stockholm Tivoli Grona Lund  Fritt Fall Swedish,15,8,18.11322,59.32628
Djurgarden Stockholm Tivoli Grona Lund  Ring Toss Booth,15,8,18.11322,59.32628
 Sigtuna Skokloster Swedish,15,8,17.72342,59.61915
Vasby ,15,8,17.47577,59.25184
 Stockholm Frihamnsterminalen,15,9,18.06858,59.32932
Tallinn Mustpeade Maja Estonian ,15,9,24.75357,59.43696
 Tallinn Saunabuss Estonian,15,9,24.75357,59.43696
Tallinn Pikk Hermann Tower Gardens,15,9,24.7471,59.43971
Keava Raba,15,9,24.96667,58.93
Keava Raba,15,9,24.96667,58.93
 Tallinn Lennart Meri Tallinn Airport ,15,10,24.80274,59.41636
Prague Old Town Square,15,10,14.42082,50.08737
Prague Vltava  Kajaky Troja ,15,10,14.4378,50.07554
Prague Estates Theatre ,15,10,14.4378,50.07554
Prague Prague Castle ,15,10,14.39958,50.09022
Prague Spanish Synagogue,15,11,14.42085,50.09043
 Prague M1 Lounge,15,11,14.4378,50.07554
Prague Ekotechnicke Museum Czech ,15,11,14.4378,50.07554
Prague Kryocentrum Czech,15,11,14.4378,50.07554
Prague Charles Bridge,15,11,14.40971,50.08671
 Prague Old New Synagogue ,15,11,14.41857,50.09005
Prague Stelecky Island Czech ,15,11,14.40956,50.08175
 Prague Ruzyn Airport ,15,12,14.26318,50.10179
Las Vegas Graceland Wedding Chapel,15,12,-115.1398,36.16994
Las Vegas Mandalay Bay and Resort,15,12,-115.1398,36.16994
Las Vegas The Mirage,15,12,-115.0966,36.16429
Las Vegas Monte Carlo Resort and Casino,15,12,-115.1745,36.10458
Las Vegas MGM Grand Las Vegas,15,12,-115.1668,36.10271
Las Vegas Wayne Newton's House the Casa de Shenandoah ,15,12,-115.1398,36.16994
Vista Hermosa Natural Park ,16,1,-118.2579,34.06196
Los Angeles International Airport,16,1,-118.4085,33.94159
 Santiago Terminal San Borja,16,1,-70.6803,-33.45302
Vina del Mar Wulff Castle,16,1,-71.56478,-33.0192
Valparaiso Ascensor Villaseca Spanish ,16,1,-71.60378,-33.054
 Valparaiso Ascensor Artillería,16,1,-71.60378,-33.054
Valparaiso Paseo Templeman,16,1,-71.62844,-33.04286
Valparaiso Palacio Baburizza Spanish ,16,1,-71.61269,-33.04724
 Valparaiso ,16,2,-71.62036,-33.04565
Puerto Varas Hotel Petrohue,16,2,-72.40188,-41.13722
Vicente Perez Rosales National Park ,16,2,-72.9833,-41.3167
Puerto Varas Onces y Cabanas Bellavista ,16,2,-72.9833,-41.3167
Puerto Varas Iglesia del Sagrado Corazon de Jesus ,16,2,-72.9833,-41.3167
 Puerto Varas Del Salvador Bus Terminal ,16,3,-72.98767,-41.31756
San Carlos de Bariloche El Boliche Viejo,16,3,-71.31028,-41.13347
San Carlos de Bariloche Pena Gaucha ,16,3,-71.31028,-41.13347
Nirihuau ,16,3,-71.15,-41.11666
Neuquen Province Estancia Fortin Chacabuco ,16,3,-71.79333,-33.87028
 San Carlos de Bariloche Teniente Luis Candelaria International Airport ,16,4,-71.31028,-41.13347
Frankfurt Airport ,16,4,8.562152,50.03793
Hamburg Jungfernstieg ,16,4,9.993883,53.55219
 Hamburg Jungfernstieg station ,16,4,9.993883,53.55219
 Hamburg Port of Hamburg,16,4,9.9709,53.5456
Hamburg Kaiser Wilhelm statue at Altonaer Rathaus,16,4,9.993682,53.55108
AdolfJagerKampfbahn ,16,4,9.911333,53.55543
Hamburg Haifischbar ,16,4,9.993682,53.55108
Hamburg ,16,4,9.993682,53.55108
 Hamburg ,16,5,9.993682,53.55108
Sainte Menehould Champagne Ardenne Boulangerie Defontaine,16,5,4.892978,49.09082
La main de Massiges,16,5,4.744026,49.19903
Massiges ,16,5,4.749429,49.18727
Wargemoulin ,16,5,4.69932,49.1568
Reims NotreDame de Reims  Joan of Arc Statue,16,6,4.031696,49.25833
Epernay Leclerc Briant ,16,6,3.956242,49.04341
Pierry Taittinger ,16,6,4.004447,49.23692
 La Maison Gallice ,16,6,0.647939,47.07242
Charles de Gaulle Airport ,16,7,2.547925,49.00969
La Digue L'Union Estate ,16,7,55.83012,-4.358525
 St Pierre Island ,16,7,-75.85549,38.13151
Praslin Paradise Sun Hotel ,16,7,55.74673,-4.332591
Victoria Mahé,16,8,55.45,-4.6167
 Victoria Seychelles International Airport,16,8,55.45,-4.6167
Bayan Lepas Snake Temple,16,8,100.2852,5.314209
 Air Itam Tien Kong Than Buddhist temple ,16,8,100.2782,5.402693
Teluk Bahang Kuil Sri Singamuga Kaliamman ,16,8,100.2375,5.463721
 Teluk Bahang Tropical Spice Garden,16,8,100.2293,5.463472
George Town Pinang Peranakan Mansion ,16,8,100.3413,5.417928
Penang Sungai Nibong Express Terminal,16,9,100.3298,5.414921
 Sentral railway station ,16,9,101.6861,3.13479
Singapore Victoria Theatre and Concert Hall,16,9,103.8198,1.352083
 Singapore Singapore Flyer,16,9,103.8632,1.289397
 Singapore Speakers' Corner ,16,9,103.8198,1.352083
Singapore Istana Park ,16,9,103.8441,1.299174
Singapore ASL Marine Shipyard ,16,9,103.8198,1.352083
Sentosa MegaZip Adventure Park,16,9,103.8155,1.256428
Singapore Marina Barrage ,16,9,103.8699,1.279608
Changi Airport,16,10,103.9915,1.36442
Shanghai Zhujiajiao ,16,10,121.0469,31.10344
Shanghai Taikang Lu,16,10,121.4694,31.20777
Shanghai Hongkou Football Stadium ,16,10,121.4793,31.27144
 Shanghai Hongkou Football Stadium Station ,16,10,121.4793,31.27144
Shanghai Shanghai Science and Technology Museum ,16,10,121.538,31.22206
Shanghai Garden Bridge,16,11,121.154,31.5088
Shanghai Longhua Temple  ,16,11,121.4513,31.17266
Shanghai Yuyuan Garden,16,11,121.4874,31.22811
 Shanghai Art stone store ,16,11,121.4737,31.23042
Shanghai Riverside Promenade Chinese ,16,11,121.4737,31.23042
 Pudong International Airport ,16,12,121.8059,31.15046
San Francisco Fort Point  Battery Godfrey,16,12,-122.4194,37.77493
San Francisco Coit Tower ,16,12,-122.4058,37.80239
San Francisco Letterman Digital Arts Center  Yoda Statue,16,12,-122.4194,37.77493
San Francisco Fairmont Hotel  Tonga Room,16,12,-122.4194,37.77493
San Francisco Great American Music Hall,16,12,-122.4194,37.77493
San Francisco Candlestick Park ,16,12,-122.3863,37.7135
Gloucester Massachusetts ,17,1,-70.66199,42.61593
 Boston Logan International Airport ,17,1,-71.00956,42.36561
Amesbury Stonehenge,17,1,-1.826215,51.17888
Ledbury Eastnor Castle  ,17,1,-2.387466,52.02983
Heathrow Airport,17,2,-0.4542955,51.47002
Accra Kwame Nkrumah Memorial Park,17,2,-0.203074,5.54496
Accra Makola Market ,17,2,-0.206863,5.547791
Teshie Peace Motor Spare Parts,17,2,-0.4714694,10.96621
 Accra Adom Electronics ,17,2,-0.2,5.55
Kaneshie Market ,17,2,-0.235619,5.552375
Jamestown Akotoku Boxing Academy ,17,3,-79.23533,42.097
Dodowa Supply Depot,17,3,-0.098043,5.882867
Dodowa Asebi D/A Primary School ,17,3,-0.098043,5.882867
Doryumu Home of Awusa Ntso ,17,3,0.1869644,5.94094
Accra Kotoka International Airport,17,4,-0.1681235,5.606095
Jukkasjarvi Icehotel ,17,4,20.59444,67.84972
Poikkijarvi Swedish Fjellborg's Lodge ,17,4,20.6,67.83333
Riksgransen Vassijaure Railway Station ,17,4,18.1219,68.42685
Riksgransen Swedish Norwegian Border ,17,4,18.1219,68.42685
Narvik Nordland Norway  Fagernesfjellet Mountain,17,5,17.42726,68.4385
